model,mae,rmse,r2,training_time_seconds,emissions_kg_co2eq,emissions_g_co2eq,emissions_mg_co2eq,rmse_improvement_vs_persistence_percent
Ridge_Regression,0.09840351763841673,0.13364488397775587,0.9957549348645076,0.003660399990621954,6.716941176841729e-06,0.006716941176841729,6.716941176841729,7.918418760679293
Persistence_Baseline,0.10825427499999998,0.1451374772012351,0.9949934469605025,0.00022070002160035074,0.0,0.0,0.0,0.0
Random_Forest,0.11186122004486024,0.15292044127605423,0.9944420995086618,2.0843176000053063,3.844818696995742e-05,0.03844818696995742,38.44818696995742,-5.362477166409569
XGBoost,0.11821079896262185,0.1622102291519892,0.9937463127612289,0.2944493999821134,1.0431503912523652e-05,0.010431503912523652,10.431503912523652,-11.763158820159529
PyTorch_Neural_Network,0.727306574381392,0.9102916594260513,0.8030568822720229,10.034339900012128,0.00010430960646233755,0.10430960646233756,104.30960646233756,-527.1926982470003
