timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-03T18:15:00,marine_carbon_ai_pytorch_neural_network,a448e2e5-0583-42f1-b641-a45364fa0d3a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.537696199986385,0.00010430960646233755,9.040765561365764e-06,12.131495724,39.32203850115905,20.0,3.7193503537815185e-05,0.00012601871192607916,6.131638777765652e-05,0.00022452860324155088,0.0,United States,USA,florida,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,16,AMD Ryzen 7 9800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-80.1076,26.455,31.161331176757812,machine,0.0,3.7777777777777777,48.01111111111111,14.971402062310112,N,1.0,0.0
