timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-03T18:13:47,marine_carbon_ai_random_forest,58b28858-10a6-4e2e-bd4d-2cc4d0f61d99,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3.592698599997675,3.844818696995742e-05,1.0701756882690438e-05,48.034904555999994,24.50486496440198,20.0,4.119095807005668e-05,2.4420297313976214e-05,1.714926888897834e-05,8.276052427301124e-05,0.0,United States,USA,florida,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,16,AMD Ryzen 7 9800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-80.1076,26.455,31.161331176757812,machine,50.0,0.0,45.8,14.276552200317383,N,1.0,0.0
