timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-03T18:14:00,marine_carbon_ai_xgboost,d4a360e5-d650-4502-8914-b53d29c7a044,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.7986602000019047,1.0431503912523652e-05,5.7995967846025645e-06,13.348614144,20.894973329157427,20.0,4.810756367056903e-06,1.043639723802281e-05,7.206876111093961e-06,2.2454029716173673e-05,0.0,United States,USA,florida,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,16,AMD Ryzen 7 9800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-80.1076,26.455,31.161331176757812,machine,0,0,0,0,N,1.0,0.0
