timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-03T18:13:34,marine_carbon_ai_ridge_regression,53cdf216-d4d2-40ed-8c23-00551eaed244,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5148607000010088,6.716941176841729e-06,4.4340322359919005e-06,12.006406452,13.15343726716621,20.0,3.358201556476297e-06,5.506948849987037e-06,5.5932055555685006e-06,1.4458355962031835e-05,0.0,United States,USA,florida,,,Windows-10-10.0.26200-SP0,3.11.15,3.2.6,16,AMD Ryzen 7 9800X3D 8-Core Processor,1,1 x NVIDIA GeForce RTX 5070 Ti,-80.1076,26.455,31.161331176757812,machine,0,0,0,0,N,1.0,0.0
