region_name,start_date,end_date,latitude_min,latitude_max,longitude_min_0_360,longitude_max_0_360,total_days,latitude_points,longitude_points,total_grid_cells,valid_ocean_grid_cells,missing_percentage,sst_min_celsius,sst_max_celsius
south_florida_atlantic_coast,2021-01-01T12:00:00.000000000,2024-12-31T12:00:00.000000000,25.375,26.875,279.625,280.875,1461,7,6,42,32,23.81,22.189998626708984,32.04999923706055
