project_title,case_study_region,task,training_period,testing_period,training_rows,testing_rows,feature_count,models_trained,best_model_by_rmse,best_model_rmse,best_model_mae,best_model_r2,best_model_emissions_kg_co2eq
Carbon-Aware Cloud Computing for AI in Marine Research,South Florida Atlantic Coast,Next-day sea surface temperature prediction,2021-01-15 to 2023-12-31,2024-01-01 to 2024-12-30,34592,11680,17,"Ridge_Regression, Persistence_Baseline, Random_Forest, XGBoost, PyTorch_Neural_Network",Ridge_Regression,0.13364488397775587,0.09840351763841673,0.9957549348645076,6.716941176841729e-06
