project_title,case_study_region,best_model_by_accuracy,best_model_rmse,best_model_mae,best_model_r2,best_model_measured_energy_kwh,reference_cloud_region,recommended_low_carbon_region,recommended_low_carbon_location,recommended_region_cfe_percent,recommended_region_grid_carbon_intensity_gco2eq_per_kwh,best_model_emissions_in_reference_region_kg_co2eq,best_model_emissions_in_recommended_region_kg_co2eq,best_model_savings_vs_reference_percent,scaled_scenario_training_runs
Carbon-Aware Cloud Computing for AI in Marine Research,South Florida Atlantic Coast,Ridge_Regression,0.1336448839777558,0.0984035176384167,0.9957549348645076,1.4458355962031836e-05,us-east1,europe-north2,Stockholm,100.0,2.73,8.32468761225907e-06,3.9471311776346916e-08,99.52585233687063,10000
