raw_file,processed_ml_file,clean_regional_mean_file,original_total_values,original_missing_values,original_missing_percent,total_grid_cells,valid_ocean_grid_cells,removed_invalid_grid_cells,clean_dataframe_rows,ml_ready_rows,ml_ready_columns,start_date,end_date,sst_min_celsius,sst_max_celsius,target_min_celsius,target_max_celsius
C:\Users\ZEUS\Documents\carbon_aware_marine_ai\data\raw\oisst_south_florida_atlantic_coast_2021_2024.nc,C:\Users\ZEUS\Documents\carbon_aware_marine_ai\data\processed\sst_ml_features_south_florida_atlantic_2021_2024.csv,C:\Users\ZEUS\Documents\carbon_aware_marine_ai\data\processed\clean_regional_mean_sst_south_florida_atlantic_2021_2024.csv,61362,14610,23.81,42,32,10,46752,46272,21,2021-01-15 12:00:00,2024-12-30 12:00:00,22.19,32.05,22.19,32.05
